none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es-es
UI_Game840_help2,"3.The bonus is up to the Diamond Combo you obtained.
4.The luckiest one is the 5 diamonds of a kind.",,,,,,,,,"3.O bônus depende do Diamond Combo que você obteve.
4. O mais sortudo são os 5 diamantes de um tipo.",
UI_Game840_BetAmount,Bet Amount,,,,,,,,,VALOR DA APOSTA,
UI_Game840_Bet,BET,,,,,,,,,APOSTA,
UI_Truco_Wait,Waiting for players,,,,,,,,,Esperando por jogadores,
UI_Truco_NOS,US,,,,,,,,,NOS,
UI_Truco_ELES,THEY,,,,,,,,,ELES,
UI_Truco_Pronto,Ready,,,,,,,,,Pronto,
UI_Truco_AlterAsala,Alter a sala,,,,,,,,,Alter a sala,
UI_Truco_Team_pront,Team print,,,,,,,,,Team pront,
UI_Truco_Jogadores,Players,,,,,,,,,Jogadores,
UI_Truco_Paulista_Limpa,Paulista Clean,,,,,,,,,Paulista Limpa,
UI_Truco_afreshMatch,Afresh Match,,,,,,,,,Nova partida,
UI_Truco_LeaveTip,"If you leave the room, you will lose the game. Are you sure you want to leave?",,,,,,,,,"Se você sair da sala, perderá o jogo. Você tem certeza de que quer sair?",
UI_Truco_DropTip,You will lose the game if you drop，Are you sure to drop？,,,,,,,,,"Se você sair da sala, perderá o jogo. Você tem certeza de que quer sair?",
UI_Truco_Exit,"Your teammate applied to quit the game, do you agree?",,,,,,,,,"Seu companheiro de equipe pediu para sair do jogo, você concorda?",
UI_Truco_sposta,Bet,,,,,,,,,aposta,
UI_Truco_bet,Truco,,,,,,,,,Truco,
UI_Truco_Aceitar,Accept,,,,,,,,,Aceitar,
UI_Truco_AumentarP6,Increase P6,,,,,,,,,Aumentar  P6,
UI_Truco_Correr,Drop,,,,,,,,,Dobrar,
UI_Truco_Surrender_Error,"You have already applied to quit the game, and you need to wait 3 minutes before you can apply again",,,,,,,,,"Você já se inscreveu para sair do jogo, precisa se inscrever novamente após 3 minutos",
UI_Truco_Surrender,Your teammates refuse to surrender,,,,,,,,,Seus companheiros de equipe se recusam a se render,
UI_Truco_Surrender2,Are you sure to apply to quit the game?\nYou can exit the game only after your teammates agree,,,,,,,,,Tem certeza de que deseja sair do jogo?\nVocê pode sair do jogo somente depois que seus colegas de equipe concordarem,
UI_Truco_help1,Press and hold to hide,,,,,,,,,Pressione esegure para esconder,
UI_Truco_help2,LOWER,,,,,,,,,MAIS BAIXO,
UI_Truco_help3,VERY HIGH,,,,,,,,,ALTÍSSIMA,
UI_Truco_help4,"At the beginning of each round, 1 card is placed face up on the table. (This card will define the ""Flip"" that will be the next card in the order described above.)",,,,,,,,,"No inicio de cada rodada, 1 carta colocada virada para cima na mesa.(Este cartao definira o ""Vira"" que ser ocartao seguinte conforme a ordem descrita anteriormente.)",
UI_Truco_help5,"At the start of each round, 3 cards are dealt to each player. -Each player plays a card in hand. The player with the highest card will win that hand and discard first in the next hand.",,,,,,,,,"No inicio de cada rodada, 3 cartas são distribuídas para cada jogador. -Cada jogador jogar uma carta na suavez.O jogador com a carta mais altaganhara essa mao e descartara primeiro na mao seguinte.",
UI_Truco_help6,"-The first park to get two hands, wins the round. If there is a tie for 3 hands in a row, no one scores points.) First pair to get 12 points wins the game.",,,,,,,,,"-O primeiro parque conseguir duas maos,ganha a rodada. Se houver empate em3 maos seguidas, ninguem marca pontos.) primeiro par que conseguir 12 pontos,ganha o jogo.",
UI_Truco_help7,"It is said ""hand of 11"" when one of the pairs already has 11 points.",,,,,,,,,"Diz-se ""mao de 11"" quando um dos pares ja tem 11 pontos. O par que tem11 pontos pode ver as cartas doparceiro e decidir se joga a rodada ounao.",
UI_Truco_help8,"If they do not play the round, the opponents win the round and score 1 point. If they agree to play the round and do not win, the opponents earn 3 points. It is said ""iron hand"" if both pairs have 11 points. It is normal to throw a card. The winners of this round will be the winners of the game.",,,,,,,,,"Se nao jogam a rodada, os adversários ganham a rodada e marcam 1 ponto. Seaceitam jogar a rodada e nao vencem,os adversarios ganham 3 pontos. Diz-se""mao de ferro"" se ambas as duplas tiverem 11 pontos.E normal lancar uma carta. Os vencedores desta rodada seraoos vencedores do jogo.",
UI_Game840_Minimum,Minimum bet amount,,,,,,,,,Valor mínima de aposta,
UI_Game840_Maximum,Maximum bet amount,,,,,,,,,Valor máximo de aposta,
UI_Game840_MinimumNum,The minimum bet amount is: {S1},,,,,,,,,O valor mínimo da aposta é:{S1},
UI_Game840_MaximumNum,The maximum bet amount is:{S1},,,,,,,,,O valor máximo da aposta é:{S1},
UI_Wheel_Lottery,SPIN,,,,,,,,,Giro,
UI_Wheel_MyRewards,My rewards,,,,,,,,,Minha ficha,
UI_Wheel_Back,Back to spin,,,,,,,,,Retornar discagem,
UI_Game860_help_page1,Choose a country you like according to the national flag.,,,,,,,,,Escolha um país que você gosta de acordo com a bandeira nacional.,
UI_Game860_help_page2,Click the bet button to bet.,,,,,,,,,Clique no botão de aposta para apostar.,
UI_Game860_help_page3,Select a direction to shoot.,,,,,,,,,Selecione uma direção para atirar.,
UI_Game860_help_page4,You can cash in your bonus at any time after a successful shot.,,,,,,,,,Você pode sacar seu bônus a qualquer momento após uma tacada bem-sucedida.,
UI_Game860_Cashout,Cash out,,,,,,,,,Sacar,
UI_Game860_NumOfshots,Num of shots,,,,,,,,,Num of shots,
UI_Game860_PleaseShoot,Please Shoot,,,,,,,,,Atire por favor,
UI_Game860_MakeYourChoice,Make your choice,,,,,,,,,Faça a sua escolha,
UI_Email_ExpiresDay,Expires in {S1} days,,,,,,,,,Expira em {S1} dias,
UI_Hall_LobbyLabel,Lobby,,,,,,,,,Salão,
UI_Hall_FavoriteLabel,Favorite,,,,,,,,,Favorito,
UI_SlotGame_GO,GO,,,,,,,,,IR,
UI_Vip_DaysLater,Days later,,,,,,,,,Dias depois,
UI_Vip_USDT_Fee,USDT withdraw fee,,,,,,,,,Taxa de retirada USDT,
UI_Vip_USDT_Daily,USDT daily withdrawals,,,,,,,,,Saques diários USDT,
UI_Vip_USDT_Limit,USDT single withdrawal limit,,,,,,,,,Limite de retirada única USDT,
UI_Vip_USDT_Linit,USDT daily withdrawal limit,,,,,,,,,Limite diário de retirada do USDT,
UI_PlayerInfo_ServiceAndSupport,Service / support,,,,,,,,,Serviço / suporte,
UI_Support_sendmessage,Send us a message,,,,,,,,,Envie-nos uma mensagem,
UI_Support_Manual,Manual customer service,,,,,,,,,Atendimento manual ao cliente,
Sc_Error_Youroperationfrequent,Your operation is too frequent.,,,,,,,,,Sua operação é muito frequente.,
Sc_Successfully_modified,Successfully modified,,,,,,,,,Successfully modified,
UI_Daily_quests,DAILY QUESTS,,,,,,,,,Quests diárias,
UI_Mission_description,Don't forget to claim bonus by completing daily quests. Daily quests will be reset daily at 00:00.,,,,,,,,,Não se esqueça de reivindicar bônus completando missões diárias. As missões diárias serão redefinidas diariamente às 00:00.,
UI_Achievements,ACHIEVEMENTS,,,,,,,,,Realizações,
UI_SlotGame_ChooseAnother,Choose another payment account,,,,,,,,,Choose another payment account,
UI_GameBaodian_Network Status,Network Status,,,,,,,,,Status da rede,
UI_RealNameAndSurname,Real name and surname,,,,,,,,,Real name and surname,
UI_BankBranch,Bank branch,,,,,,,,,Bank branch,
UI_BankInformation,BankInformation,,,,,,,,,BankInformation,
UI_ViPay_Bank,Bank,,,,,,,,,Bank,
UI_AccountNumber,Account number,,,,,,,,,Account number,
UI_SlotGame_RechargeAmount,The recharge amount is not less than,,,,,,,,,The recharge amount is not less than,
UI_Cash_USDT_Encryptedaccount_1,Encrypted account,,,,,,,,,Conta criptografada,
UI_ViPay_MinimumDepositLimit,Minimum deposit limit,,,,,,,,,Minimum deposit limit,
UI_ViPay_Please,Please fill in the deposit amount,,,,,,,,,Please fill in the deposit amount,
UI_ViPay_Deposit,Deposit amount must be over,,,,,,,,,Deposit amount must be over,
UI_ViPay_PleaseBank,Please select your bank,,,,,,,,,Please select your bank,
UI_ViPay_InReturn,Deposit amount should be {gold} in return,,,,,,,,,Deposit amount should be {gold} in return,
UI_ViPay_Actual,Actual deposit amount：,,,,,,,,,Actual deposit amount：,
UI_ViPay_ProcedureFee,procedure fee：,,,,,,,,,procedure fee：,
UI_ViPay_PleaseAmount,Please enter the amount,,,,,,,,,Please enter the amount,
UI_ViPay_EGCity,eg: Ho Chi Minh City,,,,,,,,,eg: Ho Chi Minh City,
UI_ViPay_EGNum,eg: 62271234123412341234,,,,,,,,,eg: 62271234123412341234,
UI_ViPay_PayNow,Pay now,,,,,,,,,Pay now,
UI_ViPay_ChooseAnother,Choose another payment account,,,,,,,,,Choose another payment account,
UI_ViPay_ERNum,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,,,,,,,,,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,
UI_Game880_Time,Time,,,,,,,,,Hora,
UI_Game880_BetNumber,BetNumber,,,,,,,,,BetNumber,
UI_Game880_Result,Result,,,,,,,,,Resultado,
UI_Game880_Bets,Bets,,,,,,,,,Apostas,
UI_Game880_Profit,Profit,,,,,,,,,Lucro,
UI_Game880_NoData,No data,,,,,,,,,Sem dados,
UI_Game880_Betting,Betting:,,,,,,,,,Apostando:,
UI_Game880_Win,Win:,,,,,,,,,Vencer:,
UI_Game880_VictoryTrend,Victory trend,,,,,,,,,Tendência vitória,
UI_Game880_PlayerRounds,Player List-Nearly 20 rounds,,,,,,,,,Lista jogadores - quase 20 rodadas,
UI_Game880_NearlyRounds,Nearly 20 rounds,,,,,,,,,Quase 20 rodadas,
UI_Game880_NEW,NEW,,,,,,,,,NOVO,
UI_Game880_Player,Player,,,,,,,,,Jogador,
UI_Game880_Banker,Banker,,,,,,,,,Banqueiro,
UI_Game880_Tie,Tie,,,,,,,,,Gravata,
UI_Game880_PleaseReady,Please wait for next round to start,,,,,,,,,Aguarde o início da próxima rodada,
UI_Game880_StartBetting,Start betting,,,,,,,,,Comece a apostar,
UI_Game880_StopBetting,Stop betting,,,,,,,,,Pare apostar,
UI_Game880_Round,{num}Round,,,,,,,,,{num}Rodada,
UI_Game880_Help_1,"At the beginning of the game,2 cards will be automatically distributed to the dealer and the player",,,,,,,,,"No início do jogo, 2 cartas serão distribuídas automaticamente para o dealer e o jogador",
UI_Game880_Help_Tip,"The cards are dealt one by one, the player is dealt first and the banker is dealt after. The total points of the 3 cards are 9 points or the one closest to 9 points is the winner, and no cards will be dealt after 3 cards",,,,,,,,,"As cartas são distribuídas uma a uma, o jogador é distribuído primeiro e o banqueiro é distribuído depois. O total de pontos das 3 cartas é de 9 pontos ou o mais próximo de 9 pontos é o vencedor, e nenhuma carta será distribuída após 3 cartas",
UI_Game880_HelpWin,Win,,,,,,,,,Vencer,
UI_Game880_Help_2,"After the card is drawn,the two sides will start to compare the points,and the side closer to 9 will win",,,,,,,,,"Após a retirada da carta, os dois lados começarão a comparar os pontos, e o lado mais próximo de 9 vencerá",
UI_Game880_Help_2_1,"J, Q, K, 10 points are 0, other cards are calculated according to the face of the card",,,,,,,,,"J, Q, K, 10 pontos são 0, outras cartas são calculadas de acordo com a face da carta",
UI_Game880_Help_2_2,"When the sum of the cards is greater than or equal to 10, only single digits are taken as the final point, and when it is less than 10, the sum is the final point",,,,,,,,,"Quando a soma das cartas for maior ou igual a 10, apenas um dígito é considerado o ponto final, e quando for menor que 10, a soma é o ponto final",
UI_Game880_Help_3_1,Player firstTwo cards,,,,,,,,,Jogador primeiroDuas cartas,
UI_Game880_Help_text_1,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_2,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_3,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_4,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_5,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_6,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_text_7,No card draw,,,,,,,,,Sem empate,
UI_Game880_Help_text_8,No card draw,,,,,,,,,Sem empate,
UI_Game880_Help_text_9,Natural,,,,,,,,,Natural,
UI_Game880_Help_text_10,Natural,,,,,,,,,Natural,
UI_Game880_Help_banker_1,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_banker_2,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_banker_3,Draws card,,,,,,,,,Desenha cartão,
UI_Game880_Help_banker_4,"lf player draws a 8, then no need to draw card",,,,,,,,,"Se o jogador tirar um 8, não há necessidade de comprar a carta",
UI_Game880_Help_banker_5,"lf player draws a 0,1,8, or 9,then no need to drawcard",,,,,,,,,"Se o jogador comprar um 0,1,8 ou 9, não será necessário comprar uma carta.",
UI_Game880_Help_banker_6,"lf player draws a 0,1,8, or 9,then no need to drawcard",,,,,,,,,"Se o jogador comprar um 0,1,2,3,8 ou 9, não será necessário comprar uma carta.",
UI_Game880_Help_banker_7,"lf player draws a 6 or 7, Draws card",,,,,,,,,"Se o jogador tirar um 6 ou 7, saca a carta",
UI_Game880_Help_banker_8,No need to draw card,,,,,,,,,Não precisa sacar cartão,
UI_Game880_Help_banker_9,Natural,,,,,,,,,Natural,
UI_Game880_Help_banker_10,Natural,,,,,,,,,Natural,
UI_Game880_Help_Tip_2,The dealer and the player will judge whether to draw cards according to the table above,,,,,,,,,O dealer e o jogador julgarão se devem tirar cartas de acordo com a tabela acima,
UI_Game880_NoBet,Betting is prohibited at the closing stage,,,,,,,,,As apostas são proibidas durante a fase final,
UI_Game880_balance,Balance,,,,,,,,,Equilíbrio,
UI_Game890_Name,PENALTY,,,,,,,,,PENA,
UI_Game890_Bonus,Bonus,,,,,,,,,Bónus,
UI_Game890_Bet,Bet,,,,,,,,,Aposto,
UI_Game890_TakeWin,CashOut,,,,,,,,,EmDinheiro,
UI_Game890_TimesBet,TimesBet,,,,,,,,,VezesAposto,
UI_Game890_MyBets,MyBets,,,,,,,,,MinhasApostas,
UI_Game890_Time,Time,,,,,,,,,Hora,
UI_Game890_Bets,Bets,,,,,,,,,Apostas,
UI_Game890_Shoes,Shoes,,,,,,,,,Sapatos,
UI_Game890_Odds,Odds,,,,,,,,,Provações,
UI_Game890_Profit,Profit,,,,,,,,,Lucro,
UI_Game890_ShoesTime,{num}Times,,,,,,,,,{num}Horários,
UI_Game890_ClickToContinue,Click to continue,,,,,,,,,Clique para continuar,
UI_Game890_PleaseBetFirst,Please bet first,,,,,,,,,Por favor aposte primeiro,
UI_Game890_SelectDirection,Please select the direction to shoot,,,,,,,,,Selecione a direção para atirar,
UI_Game890_Insufficient,Your balance is insufficient,,,,,,,,,Seu saldo é insuficiente,
UI_Game890_Jackpot,Jackpot,,,,,,,,,Jackpot,
UI_Game890_Help_1,Click to select the bet amount.,,,,,,,,,Clique para selecionar a quantidade de apostas.,
UI_Game890_Help_2,Choose shoes and bet multiple times more money.,,,,,,,,,Escolha sapatos e aposta várias vezes mais dinheiro.,
UI_Game890_Help_3,"Each direction has different odds and different goal probability. Choose one direction to shoot.If you fail to shoot, you will automatically bet.",,,,,,,,,"Cada direção tem diferentes probabilidades e diferentes probabilidades de objetivo. Escolha uma direção para disparar.Se você não disparar, você apostará automaticamente.",
UI_Game890_Help_4,"Click the Cash out button to withdraw cash. If the reward amount exceeds a certain amount, it will be automatically withdrawn for you.",,,,,,,,,"Clique no botão Cash out para retirar o dinheiro. Se a quantidade de recompensa exceder uma certa quantidade, será automaticamente retirada para você.",
UI_Game890_Help_5,"When a player fails to shoot, part of the failed amount will be deposited in the JACKPOT bonus pool.There is a chance to get JACKPOT bonus for each successful shot.",,,,,,,,,"Quando um jogador não conseguir filmar, parte da quantidade fracassada será depositada na piscina de bónus JACKPOT. Há uma chance de obter bónus JACKPOT para cada jogo bem sucedido.",
UI_GoogleReaptCha_Hint,Click the button to pass the man-machine verification,,,,,,,,,Clique no botão para passar na verificação homem-máquina,
UI_Game920_Medium,Medium,,,,,,,,,Médio,
UI_Game920_PickFromBoxNum,Pick from 1 to 10 slots to see the odds!,,,,,,,,,Escolha de 1 a 10 slots para ver as probabilidades!,
UI_Game920_Risk,Risk,,,,,,,,,Risco,
UI_Game920_Help1,Pick from 1 to 10 slots and betting.,,,,,,,,,Escolha de 1 a 10 slots e apostas.,
UI_Game920_Help2,"According to the number of winnings in the selected slot, you can get the corresponding odds.",,,,,,,,,"De acordo com o número de ganhos no slot selecionado, você pode obter as probabilidades correspondentes.",
UI_UILimit_IP,Your IP,,,,,,,,,Seu ip,
UI_UILimit_YourCountry,Your country,,,,,,,,,Seu país,
UI_Game970_CHANCE2,CHANCE×2,,,,,,,,,CHANCE×2,
UI_Game970_CHANCEAc,CHANCE×2\nACTIVE,,,,,,,,,CHANCE×2\inATIVO,
UI_Game970_BUYBONUS,BUY BONUS,,,,,,,,,COMPRAR BÔNUS,
UI_Game970_BONUSACTIVE,BONUS ACTIVE,,,,,,,,,BÔNUS ATIVO,
UI_Game970_Totalbet,Total bet：,,,,,,,,,Aposta total：,
UI_Game970_Totalwin,Total win：,,,,,,,,,Ganho total:,
UI_Game970_Win,Win：,,,,,,,,,Ganhar:,
UI_Game970_FreeSpins,Free spins： ,,,,,,,,,Rodadas grátis：,
UI_Game970_Rounds,Numbers of rounds,,,,,,,,,Números de rodadas,
UI_Game970_CONFIRM,CONFIRM,,,,,,,,,CONFIRME,
UI_Game970_FREESPINS,FREE SPINS,,,,,,,,,RODADAS GRATUITAS,
UI_Game970_CONGATS,CONGATS!,,,,,,,,,CONGUE!,
UI_Game970_YOUWON,YOU'UE WON,,,,,,,,,VOCê GANHOU,
UI_Game970_TOTALWIN,TOTAL WIN,,,,,,,,,GANHO TOTAL,
UI_Game970_continue,Click to continue,,,,,,,,,Clique para continuar,
UI_Game970_BUY,BUY,,,,,,,,,COMPRAR,
UI_Game970_BUYFREESPINS,BUY FREE\nSPINS,,,,,,,,,COMPRAR RODADAS\nGRáTIS,
UI_Game970_BIGWIN,BIG WIN,,,,,,,,,GRANDE VITÓRIA,
UI_Game970_Bet,BET,,,,,,,,,MAS,
UI_Game970_SUPERWIN,MEAG WIN,,,,,,,,,MAGG GANHA,
UI_Game970_SUPERMEAGWIN,SUPER MEAG WIN,,,,,,,,,SUPER MEGA VITÓRIA,
UI_Game970_MULTIPLIER,MULTIPLIER,,,,,,,,,MULTIPLICADOR,
UI_Game970_rule,Rule,,,,,,,,,Regra,
UI_Game970_FreeSpinsFeature,Free Spins Feature,,,,,,,,,Recurso de Giros Grátis,
UI_Game970_help1,"4 Scatter symbols appearing anywhere will trigger  the Free Spins Feature with 10 free spins,5 Scatters-20  Free Spins, 6 Scatters-30 Free Spins.\nIf 3 or more Scatters drop during the Bonus Round  player gets 5 additional free spins.",,,,,,,,,"4 símbolos Scatter aparecendo em qualquer lugar ativarão o recurso Free Spins com 10 free spins, 5 Scatters-20 Free Spins, 6 Scatters-30 Free Spins.\nSe 3 ou mais Scatters caírem durante a Rodada de Bônus, o jogador ganha 5 rodadas grátis adicionais.",
UI_Game970_Multiplier,Multiplier,,,,,,,,,Multiplier,
UI_Game970_help2,"Multiplier symbol is present on  the reels only during the Free  Spins Round. Whenever the  symbol hits it takes a random  multiplier value from 2x to  100x.\nWhen the tumbling sequence ends, the value of all multiplier symbols on the screen are  added together and the total win of the sequence is multiplied by the final value.",,,,,,,,,"O símbolo do multiplicador está presente nas bobinas apenas durante a Rodada de Rodadas Grátis. Sempre que o símbolo atinge, ele recebe um valor multiplicador aleatório de 2x a 100x.\nQuando a sequência cambaleante termina, o valor de todos os símbolos multiplicadores na tela são somados e o ganho total da sequência é multiplicado pelo valor final.",
UI_Game970_Chance_feature,Chance 2x feature,,,,,,,,,Possibilidade 2x recurso,
UI_Game970_BuyBonus,Buy Bonus,,,,,,,,,Buy Bonus,
UI_Game970_help3,There is a possibility to buy the Chance x2 feature in the game. It increases  the bet and gives the player more chances to play bonus games. The Chance x2 feature is  disabled if the Buy Bonus feature is active.,,,,,,,,,Existe a possibilidade de comprar o recurso Chance x2 no jogo. Aumenta a aposta e dá ao jogador mais chances de jogar jogos de bônus. O recurso Chance x2 é desativado se o recurso Comprar bônus estiver ativo.,
UI_Game970_help4,"A player can buy a bonus at the price pictured above the button. If the player  increases the bet, the buy bonus price will be automatically increased. Spins start after buying  the bonus. The next spin triggers a bonus game.",,,,,,,,,"Um jogador pode comprar um bônus pelo preço mostrado acima do botão. Se o jogador aumentar a aposta, o preço do bônus de compra será aumentado automaticamente. Os giros começam após a compra do bônus. A próxima rodada aciona um jogo de bônus.",
UI_UIPromoteMain_1,Your referral QR code,,,,,,,,,Seu código QR de indicação,
UI_UIPromoteMain_2,"Save the QR code	QR",,,,,,,,,Salve o código QR,
UI_Honghei_Tip,Trail or Set×10  Pure Sequence×5  Color×3  Sequence×2  (9~A) Pair×1,,,,,,,,,Any Triple×10 Straight Flush ×5 Flush×3 Straight×2 Pair(9~A)×1,
UI_Card_Model_Baozi,Trail or Set,,,,,,,,,Qualquer Triple,
UI_Card_Model_Shunjin,Pure Sequence,,,,,,,,,Flush Direito,
UI_Card_Model_Shunzi,Sequence,,,,,,,,,Direito,
UI_Code_AwardHint,——  Has been distributed to your wallet  ——,,,,,,,,,— Foi distribuído para sua carteira —,
UI_Code_BiliGrade,Grade,,,,,,,,,Grau,
UI_Card_Model_Jinhua,Color,,,,,,,,,Flush,
UI_Card_Model_Duizi,Pair,,,,,,,,,Pair,
UI_Card_Model_Danz,High Card,,,,,,,,,Carta Alta,
UI_Cash_StarColor_PayMayaPhilippines,<b><color=#59677C>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,,,,,,,,,<b><color=#59677C>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,
UI_Banner_DAY,DAY,,,,,,,,,DAY,
UI_Banner_Hour,Hour,,,,,,,,,Hora,
UI_Game60_NearlyRounds,Nearly 20 rounds,,,,,,,,,Nearly 20 rounds,
UI_Game60_Betting,Betting:,,,,,,,,,Apostando:,
UI_Game60_Win,Win:,,,,,,,,,Vencer:,
UI_Game1050_Paytable,Paytable,,,,,,,,,Tabela de pagamentos,
UI_Game1050_SymbolPayout,Symbol Payout Values,,,,,,,,,Valores de Pagamento de Símbolos,
UI_Game1050_Wildsymbol,● Wild symbol substitutes for all symbols.,,,,,,,,,● Wild symbol substitui todos os símbolos.,
UI_Game1050_FortunePanda,Fortune Panda Feature,,,,,,,,,Característica Fortune Panda,
UI_Game1050_Duringanyspin,"● During any spin, the Fortune Panda Feature may be  randomly triggered while the reels are spinning.",,,,,,,,,"● Durante qualquer giro, a Característica Fortune Panda pode ser acionada aleatoriamente enquanto os rolos estão girando.",
UI_Game1050_DuringtheFortune,"● During the Fortune panda Feature, a symbol is  randomly chosen( exluding Wild symbol) , and the  reels will consist only the randomly chosen symbol, Wild symbol or blank space.",,,,,,,,,"● Durante a Característica Fortune Panda, um symbol é escolhido aleatoriamente (excluindo o Wild symbol), e as bobinas consistirão apenas no symbol, Wild symbol ou espaço em branco escolhido aleatoriamente.",
UI_Game1050_Afterallreels,"● After all reels stop spinning, if there is 1 or more  additional symbol(either a randomly chosen symbol  or a Wild symbol) appearing on the reels, all reels will  respin again with the previously appeared symbols  staying in their positions.",,,,,,,,,"● Depois que todas as bobinas pararem de girar, se houver 1 ou mais symbol adicionais (seja um symbol escolhido aleatoriamente ou um Wild symbol) aparecendo nas bobinas, todas as bobinas irão girar novamente com os symbol exibidos anteriormente permanecendo em suas posições.",
UI_Game1050_Afterallreelsstop,"● After all reels stop spinning, if there is no more  additional symbol (either a randomly chosen symbol  or a Wild symbol) appearing on the reels, the  Fortune Panda feature ends and wins are paid.",,,,,,,,,"● Depois que todas as bobinas pararem de girar, se não houver mais symbol adicional (seja um symbol escolhido aleatoriamente ou um Wild symbol) aparecendo nas bobinas, o Característica Fortune Panda termina e as vitórias são pagas.",
UI_Game1050_x10Multiplier,x10 Multiplier,,,,,,,,,x10 Multiplicador,
UI_Game1050_Whenallsymbol,● When all symbol in the reels are involved in a win，the win will be multiplied by x10.,,,,,,,,,"● Quando todos os symbol nas bobinas estiverem envolvidos em uma vitória, a vitória será multiplicada por x10.",
UI_Game1050_Standachance,● Stand a chance to win up to 2500x of the total bet  amount.,,,,,,,,,● Tenha a chance de ganhar até 2500x do valor total da aposta.,
UI_Game1050_WinningBet,Winning Bet Lines,,,,,,,,,Linhas de Aposta Vencedoras,
UI_Game1050_Onlythehighest,● Only the highest win per bet line is paid.,,,,,,,,,● Apenas a vitória mais alta por linha de aposta é paga.,
UI_Game1050_ Betlines,● Bet lines win if the winning symbols are in succession  from the leftmost reel to the right.,,,,,,,,,● As linhas de aposta ganham se os symbol vencedores estiverem em sucessão do carretel mais à esquerda para a direita.,
UI_Game1050_ Allwinsshown,● All wins shown in cash.,,,,,,,,,● Todas as vitórias mostradas em dinheiro.,
UI_Game1050_Auto Spin,Auto Spin,,,,,,,,,Rodada automática,
UI_Game1050_Numberofautospins,Number of auto spins,,,,,,,,,N° rod. Automáticas,
UI_Game1050_StartAutoSpin,Start Auto Spin,,,,,,,,,Começar  Rodada automática,
UI_Game1050_BetSize,Bet Size,,,,,,,,,Aposta,
UI_Game1050_BetLevel,Bet Level,,,,,,,,,Nível da aposta,
UI_Game1050_Lines,Base Bet,,,,,,,,,Aposta base,
UI_Game1050_MaxBet,Max Bet,,,,,,,,,Aposta máxima,
UI_Game1050_Respin,Respin,,,,,,,,,Respin,
UI_Game1050_BaseBet,Base Bet,,,,,,,,,Aposta base,
UI_Game1050_NormalSpin,Normal Spin,,,,,,,,,Rodada Normal,
UI_Game1050_Singledaybetamount,Single day bet amount,,,,,,,,,Aposta de dia único,
UI_Game1050_Singledaybetwinloss,Single day net win/loss,,,,,,,,,Lucros e perdas diários,
UI_Game1050_orderNo,Order No.,,,,,,,,,Número do pedido,
UI_Game1050_BetWinLoss,Net Win/Loss,,,,,,,,,Ganho/Perda Líquido,
UI_Game1050_Singledaynetwinloss,Single day net win/loss,,,,,,,,,Vitória/derrota líquida em um único dia,
UI_Game1050_Totalbetamount,Total bet amount,,,,,,,,,Valor Total Da Aposta,
UI_Game1050_TotalbetWinLoss,Total net Win/Loss,,,,,,,,,Lucros e perdas diários,
UI_Game1050_TurboSpinDisabled,Turbo Spin Disabled,,,,,,,,,Rodada turbo desativada,
UI_Game1050_TurboSpinEnabled,Turbo Spin Enabled,,,,,,,,,Rodada turbo ativado,
UI_Game1050_TipsRespins,Respins in Fortune Panda Feature!,,,,,,,,,Respins na Característica Fortune Panda!,
UI_Game1050_TipsWinupto2500,Win up to 2500x!,,,,,,,,,Ganhe até 2500x!,
UI_Game1050_Tipsx10multiplier,x10 multiplier with full screen win!,,,,,,,,,Multiplicador x10 com cilindros repletos de ganhos!,
UI_Game1050_TipsFortune,Fortune Panda Feature,,,,,,,,,Característica Fortune Panda!,
UI_Game1050_WinMultiplier,Win Multiplier x10,,,,,,,,,Multiplicador de ganhos x10,
UI_Game1050_NoWinningCombination,No Winning Combination,,,,,,,,,Nenhuma combinação vencedora,
UI_Game1050_Respinwhen,Respin when,,,,,,,,,Nova rodada quando,
UI_Game1050_or,or,,,,,,,,,ou,
UI_Game1050_appears,appears!,,,,,,,,,aparece!,
UI_Game1050_BetOptions,Bet Options,,,,,,,,,Opções de aposta,
UI_Game1080_MarkedWords_1,<outline color=#852504 width=2><color=#ffffff>GET</c>S{img}<color=#ffffff>WITH GOLD FRAMED SYMBOLS!</c></outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>OBTENHA</c>S{img}<color=#ffffff>COM SÍMBOLOS EM MOLDURA DOURADA!</c></outline>,
