none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI.System_43,Your account is logged in elsewhere. please log in again,,,,,,,,,Sua conta está logada em outro lugar. faça login novamente,"su cuenta ha iniciado sesión en otro lugar, por favor inicia sesión de nuevo"
UI.System_44,"Network connection failed, please check your network status",,,,,,,,,"A conexão de rede falhou, por favor verifique seu status de rede","la conexión de red falló, por favor verifique el estado de su red"
UI.System_45,Please input your email,,,,,,,,,Por favor insira seu e-mail,por favor ingrese su correo electrónico
UI.System_46,Account is suspend .Please contact customer service,,,,,,,,,A conta está suspensa. Entre em contato com o atendimento ao cliente,Account is suspend .Please contact customer service
UI.System_47,Beneficiary Name error,,,,,,,,,Beneficiary Name error,Beneficiary Name error
Sys_BetCount,Betting chips exceeding the limit,,,,,,,,,Betting chips exceeding the limit,Betting chips exceeding the limit
UI.Common_Ruppe,₹,,,,,,,,,₹,₹
Toast_RoomInfo_Error,"The room information request failed, error code:",,,,,,,,,"O pedido de informação da sala falhou, código de erro:","la solicitud de infromación de la habitación falló, código de error:"
HallGame_Tip_1,Please wait for the game to end before exiting the room,,,,,,,,,"Por favor, espere que o jogo acabe antes de sair da sala",Espera a que termine el juego antes de salir de la sala
HallGame_Tip_2,Please select the bet amount,,,,,,,,,Por favor escolha a quantidade de aposta,por favor seleccione el monto de la apuesta
HallGame_Tip_7,"Insufficient gold coins, please recharge in time",,,,,,,,,"Moedas de ouro insuficientes, por favor recarregue em tempo","modenas de oro insuficientes, recargue cuando quieras"
HallGameDownTip,Please wait while the S{game} bill is being settled,,,,,,,,,"Por favor, esperem enquanto a lei S{game} está sendo liquidada",Espera mientras se liquida la factura de S{game}
HallSettlement,settlement,,,,,,,,,assentamento,asentamiento
Error_Define_50001,Room status error,,,,,,,,,Erro no status da sala,error de estado de la habitación
Error_Define_50002,Player not found,,,,,,,,,O jogador não foi encontrado,jugador no encontrado
Error_Define_50003,Unknown message,,,,,,,,,Mensagem desconhecida,mensaje desconocido
Error_Define_50004,Card mismatch,,,,,,,,,Cartão incompatível,desajuste de la carta
Error_Define_50005,Doubling is illegal,,,,,,,,,Doblar é ilegal,doblar es ilegal
Error_Define_50006,Pour water,,,,,,,,,Verse água,verter agua
Error_Define_50007,Bank grab / insufficient bet amount,,,,,,,,,Gravação bancária / quantidade insuficiente de apostas,apropiación del banco/cantidad de apuesta insuficiente
Error_Define_50008,Gold inadequate,,,,,,,,,Ouro inadequado,oro inadecuado
Error_Define_50009,Wrong bet position,,,,,,,,,Posição errada de aposta,posición de apuesta incorrecta
Error_Define_50010,Bet exceeds the dealer amount,,,,,,,,,A aposta excede a quantidade do dealer,Apuesta excede la cantidad de crupier
Error_Define_50011,Bet more than the allowed amount,,,,,,,,,Aposto mais do que a quantidade permitida,Apuesta mas de la cantidad permitida
Error_Define_50014,"Cannot place a bet if there are not enough coins {S1}, please recharge!",,,,,,,,,"Não pode apostar se não há moedas suficientes {S1}, por favor recarregue!","no se puede hacer una apuesta si no hay suficientes monedas {S1}, ¡recargue!"
Error_Define_528000,This round has already ended,,,,,,,,,Esta rodada já terminou,esta ronda ya ha terminado
Error_Join_Hall,"The number of people in the game room exceeds the limit, please try later",,,,,,,,,"O número de pessoas na sala de jogos excede o limite, tente mais tarde.","el número de personas en la sala de juegos supera el límite, inténtalo más tarde"
UI_Round,Round,,,,,,,,,Round,ronda
UI_Nearly_Round,Nearly 20 rounds,,,,,,,,,Quase 20 rounds,casi 20 rondas
UI_SwitchTable,Switch table,,,,,,,,,Trocar tabela,cambiar mesa
UI_Victory_Trend,Victory trend,,,,,,,,,Tenda de vitória,tendencia de la victoria
UI_Stop_Betting,Stop betting,,,,,,,,,Pare de apostar,dejar de apostar 
UI_Start_Betting,Start betting,,,,,,,,,Começa a apostar,empezar a apostar
UI_GameLHDZPlayeList,Player List,,,,,,,,,Lista de jogadores,lista de jugadores
UI_Card_Model_Baozi,Trail or Set,,,,,,,,,Qualquer Triple,trío (tres de la misma clase/rango)
UI_Card_Model_Shunjin,Pure Sequence,,,,,,,,,Flush Direito,secuencia pura (escalera de color)
UI_Card_Model_Shunzi,Sequence,,,,,,,,,Direito,secuencia 
UI_Card_Model_Jinhua,Color,,,,,,,,,Flush,color
UI_Card_Model_Duizi,Pair,,,,,,,,,Par,par-pareja
UI_Card_Model_Danz,High Card,,,,,,,,,Carta Alta,carta alta
UI_Honghei_Tip,Trail or Set×10  Pure Sequence×5  Color×3  Sequence×2  (9~A) Pair×1,,,,,,,,,Any Triple×10 Straight Flush ×5 Flush×3 Straight×2 Pair(9~A)×1,Trail o Set×10 Secuencia pura×5 Color×3 Secuencia×2 (9~A) Par×1
HallGame_Compete_State,Dealer,,,,,,,,,Dealer,Dealer/repartidor
HallGame_Bet_State,Bet,,,,,,,,,Aposta,apostar
HallGame_End_State,Open,,,,,,,,,Abrir,abrir
UI_Player_Vip_Received,Received,,,,,,,,,Recebido,Recibido
UI_Player_Vip_WashCode,Betting Bonus,,,,,,,,,Bônus de Aposta,BONO DE APUESTA
UI_Player_Vip_Unclaimable,Unclaimable,,,,,,,,,Inclaimável,irreclamable
UI_Player_Vip_Bonus,Bonus,,,,,,,,,Bônus,Bonos
UI_Player_Vip_TOP1,RANK SYSTEM,,,,,,,,,SISTEMA DE CLASSIFICAÇÃO,sistema de ranking
UI_Player_Vip_TOP,ALOT OF BENEFITS WITH ,,,,,,,,,MUITOS BENEFÍCIOS COM,muchos beneficios con 
UI_Player_Vip_PROMOTION,PROMOTION BONUS,,,,,,,,,BÔNUS PROMOÇÃO,Bono de promoción
UI_Player_Vip_Pri,VIP Privileges,,,,,,,,,Privilégios VIP,privilegios VIP
UI_Player_Vip_TG,More details in our VIP Telegram channel,,,,,,,,,Mais detalhes em nosso canal VIP Telegram,más detalles en nuestro canal de Telegram VIP
UI_Player_Vip_Lock,Lock,,,,,,,,,Trancar,Cerrar
UI_Player_Vip_Not_standard,Uncompleted,,,,,,,,,Incompleto,Incompleto
UI_Player_Vip_Thecodingquantity,Bet Amount,,,,,,,,,Total de aposta,Monto de la apuesta
UI_Player_Vip_Topupisstill,Recharge,,,,,,,,,Depósito,Recargo
UI_Player_Vip_passed_evel,You have passed this level,,,,,,,,,Você passou este nível,Has pasado este nivel
UI_Player_Vip_Currentlevel,Current level,,,,,,,,,Nível atual,Nivel actual
UI_Player_Vip_Maxlevel,Highest level,,,,,,,,,Highest level,Nivel más alto
UI_Player_Vip_highest_level,Congratulations on reaching the highest level,,,,,,,,,Parabéns por alcançar o mais alto nível,Felicitaciones por alcanzar el nivel más alto.
UI_Player_Vip_Equity_degree,Member privilege,,,,,,,,,Privilégio de membro,Privilegio de miembro
UI_Player_Vip_Upgradeawards,PROMOTION BONUS,,,,,,,,,BÔNUS PROMOÇÃO,Bono de promoción
UI_Player_Vip_Weeksamounts,WEEKLY BONUS,,,,,,,,,BÔNUS SEMANAL,Bono semanal
UI_Player_Vip_Monthlyamounts,MONTHLY BONUS,,,,,,,,,BÔNUS MENSAL,Bono mensual
UI_Player_Vip_WeekGift,WEEKLY BONUS,,,,,,,,,BÔNUS SEMANAL,Bono semanal
UI_Player_Vip_MonthlyGift,MONTHLY BONUS,,,,,,,,,BÔNUS MENSAL,Bono mensual
UI_Player_Vip_NetxLvInfo,The VIP{level} qualification can be unlocked by accumulating BRL  {gold}  recharge and valid bet of {bet} BRL. Get discounts on high games.,,,,,,,,,A qualificação VIP{level} pode ser desbloqueada acumulando BRL  {gold}  de recarga e aposta válida de {bet} BRL. Obtenha descontos em jogos altos.,La calificación VIP {level} se puede desbloquear acumulando una recarga de BRL {gold} y una apuesta válida de {bet} BRL. Consigue descuentos en juegos de altura.
UI_VIP_Tier_Conditions,VIP{vip} Tier Conditions,,,,,,,,,Condições do Nível VIP{vip},Condiciones del nivel VIP{vip}
UI_VIP_Recharge_amount,Recharge amount,,,,,,,,,Quantidade recarga,Monto de recarga
UI_VIP_Bet_amount,Bet Amount,,,,,,,,,Total de aposta,Monto de la apuesta
UI_VIP_Daily_withdrawals,Daily withdrawals,,,,,,,,,Saques diários,Retiros diarios
UI_VIP_Single_withdrawal_limit,Single withdrawal limit,,,,,,,,,Limite saque único,Límite único de retiro
UI_VIP_Daily_withdrawal_limit,Daily withdrawal limit,,,,,,,,,Limite saque diário,Límite de retiro diario
UI_VIP_Code_Rewards,Bet Bonus,,,,,,,,,Aposta Bonus,Bono de Apuestas
UI_VIP_JOIN,JOIN,,,,,,,,,JUNTE,UNIRSE
UI_VIP_BONUS,VIP BONUS,,,,,,,,,BÔNUS VIP,BONO VIP
UI_VIP_LEVELSREWARDS,LEVELS & REWARDS,,,,,,,,,NÍVEIS E PRÊMIOS,NIVELES Y RECOMPENSAS
UI_VIP_Themore,The more you play - the more you gain,,,,,,,,,Quanto mais você joga - mais ganha,"Cuanto más juegas, más ganas"
UI_VIP_INCREASEDCASHBACK,INCREASED CASHBACK,,,,,,,,,AUMENTO DE CASHBACK,MAYOR REEMBOLSO
UI_VIP_Receive_more,Receive more of your conis back,,,,,,,,,Receba mais de seus conis de volta,Recibe más de tus conis de vuelta
UI_VIP_EXCLUSIVEPROMOTIONS,EXCLUSIVE PROMOTIONS,,,,,,,,,PROMOÇÕES EXCLUSIVAS,PROMOCIONES EXCLUSIVAS
UI_VIP_Reach,Reach higher rank to unlock unique beneftis,,,,,,,,,Suba de nível para liberar mais privilégios,Alcanza un rango más alto para desbloquear beneficios únicos
UI_VIP_CLUB,VIP CLUB,,,,,,,,,CLUBE VIP,CLUB VIP
UI_VIP_BECOME,Become a part of VIP Club to get exclusive bonuses,,,,,,,,,Faça parte do VIP Club para obter bônus exclusivos,Conviértase en parte del Club VIP para obtener bonos exclusivos
UI_VIP_My_rank,My rank,,,,,,,,,Meu posto,mi rango
UI_VIP_Relegation,"The current bit is degraded, and the vip level is restored as long as the following amount is recharged",,,,,,,,,"O bit atual é degradado e o nível vip é restaurado, desde que o seguinte valor seja recarregado",El bit actual se degrada y el nivel vip se restaura siempre que se recargue la siguiente cantidad
UI_VIP_Level_protection,Level protection,,,,,,,,,Nível de proteção,Protección de nivel
UI_VIP_Member_privilege,Member privilege,,,,,,,,,Privilégio de membro,Privilegio de miembro
UI_VIPReduced_CONTENT,You have lost VIP privileges and benefits. You can restore vipS{1} by recharging S{2}.,,,,,,,,,Você perdeu privilégios e benefícios VIP. Você pode restaurar o vipS{1} recarregando o S{2}.,Has perdido privilegios y beneficios VIP. Puedes restaurar vipS{1} recargando S{2}.
UI_VIP_Recharge,Recharge,,,,,,,,,Depósito,Recargo
UI_VIP_CashBack,CashBack,,,,,,,,,Dinheiro volta,Devolución de dinero
UI_VIP_Bonus,Bonus,,,,,,,,,Bônus,Bonos
UI_VIP_keepTip,You need to top up {gold} to become a VIP customer again,,,,,,,,,Precisa recarregar {gold} para voltar a ser o cliente VIP,Necesitas recargar {gold} para volver a ser un cliente VIP
UI_Code_Name,Name,,,,,,,,,Nome,nombre
UI_Code_Ownedplatform,Platform,,,,,,,,,Plataforma,plataforma
UI_Code_WashCodeRatio,Bet Bonus,,,,,,,,,Aposta Bonus,Bono de Apuestas
UI_Continue,Continue,,,,,,,,,Continuar,continuar
UI_Quit,Quit,,,,,,,,,Sair,salir
UI_Code_Bonus,Bonus,,,,,,,,,Bônus,Bonos
UI_Code_HistoryDetails,Details,,,,,,,,,Detalhes,detalles
UI_Code_HistoryNodata,No data,,,,,,,,,Sem dados,sin datos
UI_All_Service,Service,,,,,,,,,Suporte,servicio
UI_All_Jump,Go to View,,,,,,,,,Vai ver,Go to View
UI_Hall_ChangeAvatar,Change avatar,,,,,,,,,Editar,cambiar avatar
UI.PageMore_Invite,Invite,,,,,,,,,Convidar,Invitar
UI.Setting_CANCEL,CANCEL,,,,,,,,,CANCELAR,Cancelar
UI.Common_History,History,,,,,,,,,Histórico,historia
UI_Privileges,Privileges,,,,,,,,,Privilegios,privilegios
UI_Promote,Refer,,,,,,,,,Referência,Referir
UI_Directly_under,Directly under,,,,,,,,,Diretamente,directamente debajo 
UI_Monthly_Card,Daily Bonus,,,,,,,,,Bônus Diarios,bonus diario
UI_Shop_Mon_Card_Txt_0,Buy now and get,,,,,,,,,Compre agora e obter,compre ahora y obtenga
UI_Shop_Mon_Card_Txt_1,Get daily,,,,,,,,,Obter diariamente,obtener diariamente
UI_Shop_Mon_Card_Txt_2,Get in total,,,,,,,,,Total,obtener en total
Code_Shop_Mon_Card_Txt_1,Remain,,,,,,,,,Permanecer,permanecer
UI_Limited_Sale,Limited Sale,,,,,,,,,Venda limitada,venta limitada
"UI_EditBoxZipCode	",Zip Code,,,,,,,,,Código postal,código postal 
Code_PleaseEnterTaxid,Please enter Tax id,,,,,,,,,"Por favor, introduz CPF",por favor ingrese ID de impuesto
Code_PleaseEnterZipCode,Please enter Zip Code,,,,,,,,,"Por favor, introduza o CEP",por favor ingrese código postal
UI_Shop_InputTaxId,Input CPF,,,,,,,,,Entrada CPF,ingrese CPF
UI_Shop_InputZipCode,Input Zip Code,,,,,,,,,Preencha o CEP,ingrese el código postal
UI_Cash_AccountType,Account Type,,,,,,,,,Tipo de Conta,tipo de cuenta
UI_Cash_Checkcode,Check code,,,,,,,,,Verificar código,código de verificación
UI_Cash_InputCheckcode,Input Check code,,,,,,,,,Código de verificação de entrada,ingrese código de verificación 
UI_Cash_BranchBankName,Branch Bank Name,,,,,,,,,Nome do banco da filial,nombre de la sucursal del banco 
UI_Cash_order_no,Order id:,,,,,,,,,ID da ordem:,solicitud ID
UI.cashout_Details_Remarks,Remarks:,,,,,,,,,Observações:,observación
UI_LoginAccount,My Account,,,,,,,,,Minha conta,Mi cuenta
UI.cashout_Details_RealName,Name:,,,,,,,,,Nome:,nombre
UI_Cash_PixType,Pix type:,,,,,,,,,Tipo Pix:,tipo de pix
UI_Cash_IFSCCode,IFSC Code,,,,,,,,,IFSC Code,Código IFSC ( código del sistema financiero de India )
UI.cashout_Details_Telephone,Telephone:,,,,,,,,,Telefone:,teléfono
UI.cashout_Details_Email,Email:,,,,,,,,,Email:,Correo
UI_Cash_DetailisTaxid,CPF:,,,,,,,,,CPF:,CPF
UI_Successfully_Sent,Successfully sent verification code,,,,,,,,,Código de verificação enviado com sucesso,Código de verificación enviado con éxito
Bao_Dian_Err2,Must be greater than 1.01,,,,,,,,,Deve ser maior que 1.01,debe ser mayor que 1.01
Bao_Dian_Err1,At least 1,,,,,,,,,Pelo menos 1,al menos 1
Bao_Dian_Manual,Normal,,,,,,,,,normais,normal
Bao_Dian_Auto,Auto,,,,,,,,,Automático,auto
Bao_Dian_Quantia,Amount,,,,,,,,,Quantia,Importe
Bao_Dian_Saque,Auto Withdraw,,,,,,,,,Auto Retirar,retiro automático
Bao_Dian_sposta,Bet,,,,,,,,,aposta,apostar
Bao_Dian_NextSposta,Bet (next round),,,,,,,,,aposta\n(proxima rodada),Apuesta ( próxima ronda)
